symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
DDOG,137.5,0,True,True,0.733955,False,2025-09-15 15:30,False,False,True,1,False,0.67,True,0.67,False,False,136.03,140.44,136,2.0,1.07
MDB,338.67,0,True,True,2.504997,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,333.66,348.69,39,2.0,1.48
TEAM,175.325,0,False,True,0.895323,False,2025-09-15 15:30,False,False,False,0,False,0.33,True,0.83,False,False,173.53,178.91,111,2.0,1.02
INTU,643.3,0,False,False,2.45075,False,2025-09-15 15:30,False,False,True,1,False,0.0,False,0.17,False,False,638.4,653.1,40,2.0,0.76
ADP,291.7,0,False,False,0.662207,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.0,False,False,290.38,294.35,151,2.0,0.45
MRNA,23.59,0,False,False,0.245608,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.33,False,False,23.1,24.57,407,2.0,2.08
BNTX,97.52,0,False,False,0.906994,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.33,False,False,95.71,101.15,110,2.0,1.86
UNH,348.9099,0,False,True,2.264549,False,2025-09-15 15:30,False,False,False,0,False,0.33,False,0.33,False,False,344.38,357.97,44,2.0,1.3
JNJ,177.52,0,True,True,0.403036,False,2025-09-15 15:30,False,False,True,1,False,0.67,False,0.33,False,False,176.71,179.13,248,2.0,0.45
PFE,23.805,0,False,False,0.103326,False,2025-09-15 15:30,True,False,False,1,False,0.0,False,0.17,False,False,23.6,24.22,967,2.0,0.87
LLY,748.415,0,False,True,2.536631,False,2025-09-15 15:30,False,False,False,0,False,0.33,False,0.33,False,False,743.34,758.56,39,2.0,0.68
MRK,81.305,0,False,False,0.304286,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.17,False,False,80.7,82.52,328,2.0,0.75
ABBV,215.12,0,True,True,0.805577,False,2025-09-15 15:30,False,True,True,2,False,0.67,True,0.5,False,False,213.51,218.34,124,2.0,0.75
TMO,475.385,0,False,False,2.02438,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.17,False,False,471.34,483.48,49,2.0,0.85
DHR,187.69,0,False,False,0.824746,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.17,False,False,186.04,190.99,121,2.0,0.88
ISRG,441.2,0,False,False,1.867965,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.0,False,False,437.46,448.67,53,2.0,0.85
CVS,73.09,0,True,True,0.340353,False,2025-09-15 15:30,False,False,True,1,False,0.67,False,0.33,False,False,72.41,74.45,293,2.0,0.93
JPM,308.36,0,True,True,0.812692,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.67,False,False,306.73,311.61,123,2.0,0.53
BAC,50.725,0,True,True,0.136915,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,50.45,51.27,730,2.0,0.54
GS,784.935,0,True,True,2.783061,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.67,False,False,779.37,796.07,35,2.0,0.71
WFC,81.24,0,True,True,0.234866,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.67,False,False,80.77,82.18,425,2.0,0.58
MS,156.82,0,True,True,0.504554,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.5,False,False,155.81,158.84,198,2.0,0.64
C,99.58,0,True,True,0.260717,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.5,False,False,99.06,100.62,383,2.0,0.52
SCHW,92.99,0,True,False,0.259023,False,2025-09-15 15:30,False,False,True,1,False,0.33,False,0.33,False,False,92.47,94.03,386,2.0,0.56
XOM,112.11,0,True,True,0.27736,False,2025-09-15 15:30,False,False,False,0,True,1.0,True,0.67,False,False,111.56,113.22,360,2.0,0.49
CVX,157.8499,0,True,True,0.395678,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,1.0,False,False,157.06,159.43,252,2.0,0.5
COP,92.25,0,False,False,0.364715,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.0,False,False,91.52,93.71,274,2.0,0.79
SLB,35.41,0,False,True,0.199783,False,2025-09-15 15:30,False,False,False,0,False,0.33,False,0.17,False,False,35.01,36.21,500,2.0,1.13
OXY,45.455,0,False,False,0.160207,False,2025-09-15 15:30,False,True,False,1,False,0.0,False,0.17,False,False,45.13,46.1,624,2.0,0.7
DVN,33.9651,0,False,False,0.156476,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.0,False,False,33.65,34.59,639,2.0,0.92
EOG,117.3766,0,False,False,0.420992,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.0,False,False,116.53,119.06,237,2.0,0.72
EQT,50.74,0,True,False,0.274393,False,2025-09-15 15:30,False,False,True,1,False,0.33,False,0.17,False,False,50.19,51.84,364,2.0,1.08
FSLR,204.75,0,True,True,1.490293,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.83,False,False,201.77,210.71,67,2.0,1.46
ENPH,37.62,0,False,True,0.32106,False,2025-09-15 15:30,False,True,False,1,False,0.33,True,0.67,False,False,36.98,38.9,311,2.0,1.71
PYPL,67.13,0,False,False,0.222757,False,2025-09-15 15:30,False,True,False,1,False,0.33,True,0.5,False,False,66.68,68.02,448,2.0,0.66
V,340.495,0,True,False,0.921269,False,2025-09-15 15:30,False,False,True,1,False,0.33,True,0.5,False,False,338.65,344.18,108,2.0,0.54
MA,583.13,0,True,False,1.476984,False,2025-09-15 15:30,False,False,True,1,False,0.33,True,0.83,False,False,580.18,589.04,67,2.0,0.51
AXP,327.7928,0,True,True,1.031835,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.83,False,False,325.73,331.92,96,2.0,0.63
SPY,660.38,0,True,True,0.659715,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.83,True,False,659.06,663.02,151,2.0,0.2
QQQ,590.21,0,True,True,0.683401,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,True,False,588.84,592.94,146,2.0,0.23
IWM,239.255,0,True,True,0.542418,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,238.17,241.42,184,2.0,0.45
DIA,459.53,0,True,True,0.629504,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,458.27,462.05,158,2.0,0.27
XLK,272.325,0,True,True,0.418532,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.67,False,False,271.49,274.0,238,2.0,0.31
XLF,53.8051,0,True,True,0.098526,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.5,False,False,53.61,54.2,1014,2.0,0.37
XLV,137.16,0,True,True,0.284012,False,2025-09-15 15:30,False,False,False,0,False,0.67,False,0.33,False,False,136.59,138.3,352,2.0,0.41
XLE,88.535,0,True,True,0.232357,False,2025-09-15 15:30,False,False,False,0,False,0.67,False,0.17,False,False,88.07,89.46,430,2.0,0.52
XLY,242.07,0,True,True,0.613804,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.5,False,False,240.84,244.53,162,2.0,0.51
XLI,152.03,0,True,True,0.259333,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.67,False,False,151.51,153.07,385,2.0,0.34
XLP,79.8,0,False,False,0.121401,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.0,False,False,79.56,80.29,823,2.0,0.3
XLB,91.335,0,True,True,0.185267,False,2025-09-15 15:30,False,True,False,1,False,0.67,False,0.17,False,False,90.96,92.08,539,2.0,0.41
XLU,85.82,0,True,True,0.157682,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.83,False,False,85.5,86.45,634,2.0,0.37
XLC,118.57,0,True,True,0.243112,False,2025-09-15 15:30,False,True,True,2,True,1.0,False,0.33,False,False,118.08,119.54,411,2.0,0.41
XLRE,42.39,0,True,True,0.072856,False,2025-09-15 15:30,False,True,False,1,True,1.0,True,0.67,False,False,42.24,42.68,1372,2.0,0.34
SMH,305.62,0,True,True,0.726453,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.67,False,False,304.17,308.53,137,2.0,0.48
SOXX,256.84,0,True,True,0.65493,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.67,False,False,255.53,259.46,152,2.0,0.51
COST,962.375,0,True,True,2.212427,False,2025-09-15 15:30,False,False,False,0,False,0.67,False,0.33,False,False,957.95,971.22,45,2.0,0.46
WMT,103.745,0,True,True,0.247448,False,2025-09-15 15:30,False,False,True,1,True,1.0,False,0.33,False,False,103.25,104.73,404,2.0,0.48
TGT,88.8,0,False,False,0.250642,False,2025-09-15 15:30,False,False,False,0,False,0.0,False,0.17,False,False,88.3,89.8,398,2.0,0.56
HD,419.68,0,True,True,1.250751,False,2025-09-15 15:30,False,True,True,2,False,0.67,False,0.33,False,False,417.18,424.68,79,2.0,0.6
LOW,270.82,0,True,True,0.737413,False,2025-09-15 15:30,False,True,True,2,True,1.0,False,0.17,False,False,269.35,273.77,135,2.0,0.54
NKE,72.89,0,True,False,0.271721,False,2025-09-15 15:30,False,False,True,1,False,0.33,False,0.33,False,False,72.35,73.98,368,2.0,0.75
MCD,302.225,0,True,False,0.816962,False,2025-09-15 15:30,False,False,True,1,False,0.33,False,0.17,False,False,300.59,305.49,122,2.0,0.54
SBUX,83.45,0,False,False,0.366131,False,2025-09-15 15:30,False,False,False,0,False,0.33,True,0.5,False,False,82.72,84.91,273,2.0,0.88
BKNG,5532.48,0,True,False,17.925822,False,2025-09-15 15:30,False,False,True,1,False,0.67,True,0.83,False,False,5496.63,5604.18,5,2.0,0.65
TJX,140.045,0,True,True,0.346008,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.67,False,False,139.35,141.43,289,2.0,0.49
ROST,146.84,0,True,False,0.426334,False,2025-09-15 15:30,False,False,True,1,False,0.33,False,0.0,False,False,145.99,148.55,234,2.0,0.58
CAT,432.905,0,True,True,1.511682,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.83,False,False,429.88,438.95,66,2.0,0.7
DE,465.235,0,False,False,1.732537,False,2025-09-15 15:30,False,False,True,1,False,0.0,False,0.0,False,False,461.77,472.17,57,2.0,0.74
GE,285.76,0,True,True,1.00141,False,2025-09-15 15:30,False,False,True,1,True,1.0,True,0.5,False,False,283.76,289.77,99,2.0,0.7
BA,216.775,0,True,False,0.988854,False,2025-09-15 15:30,False,False,True,1,False,0.33,True,0.5,False,False,214.8,220.73,101,2.0,0.91
LMT,474.025,0,True,True,1.067266,False,2025-09-15 15:30,False,True,False,1,True,1.0,True,0.67,False,False,471.89,478.29,93,2.0,0.45
RTX,156.9,0,True,True,0.400691,False,2025-09-15 15:30,False,True,True,2,True,1.0,True,0.83,False,False,156.1,158.5,249,2.0,0.51
NOC,572.0,0,True,False,1.596568,False,2025-09-15 15:30,False,False,True,1,False,0.33,False,0.0,False,False,568.81,578.39,62,2.0,0.56
