symbol,price,score,regime,direction,atr,entry_ok,timestamp,volume_spike,price_momentum,trend_strength,filter_score,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent
ADBE,346.46,0,False,False,2.94979,False,2025-09-15 15:00,True,False,False,1,False,0.0,False,0.0,False,False,340.56,358.26,33,2.0,1.7
NOW,942.5247,0,True,True,3.579649,False,2025-09-15 15:00,False,True,False,1,True,1.0,True,0.67,False,False,935.37,956.84,27,2.0,0.76
WDAY,222.395,0,False,False,1.031659,False,2025-09-15 15:00,False,False,False,0,False,0.0,False,0.17,False,False,220.33,226.52,96,2.0,0.93
VEEV,277.3376,0,True,False,1.251758,False,2025-09-15 15:00,False,False,True,1,False,0.33,True,0.67,False,False,274.83,282.34,79,2.0,0.9
ZM,83.99,0,True,True,0.30432,False,2025-09-15 15:00,False,False,False,0,False,0.67,False,0.33,False,False,83.38,85.21,328,2.0,0.72
OKTA,90.16,0,False,False,0.403775,False,2025-09-15 15:00,False,False,False,0,False,0.0,False,0.0,False,False,89.35,91.78,247,2.0,0.9
FTNT,79.785,0,False,False,0.331152,False,2025-09-15 15:00,False,False,False,0,False,0.0,False,0.33,False,False,79.12,81.11,301,2.0,0.83
MRNA,23.79,0,False,False,0.261711,False,2025-09-15 15:00,True,False,False,1,False,0.0,True,0.67,False,False,23.27,24.84,382,2.0,2.2
BNTX,97.87,0,False,False,0.998758,False,2025-09-15 15:00,False,False,False,0,False,0.0,True,0.5,False,False,95.87,101.87,100,2.0,2.04
UNH,348.27,0,False,True,2.39291,False,2025-09-15 15:00,False,False,False,0,False,0.33,False,0.17,False,False,343.48,357.84,41,2.0,1.37
JNJ,177.115,0,True,True,0.401385,False,2025-09-15 15:00,False,False,True,1,False,0.67,False,0.17,False,False,176.31,178.72,249,2.0,0.45
PFE,23.805,0,False,False,0.106394,False,2025-09-15 15:00,True,False,False,1,False,0.0,False,0.17,False,False,23.59,24.23,939,2.0,0.89
JPM,308.9588,0,True,True,0.834647,False,2025-09-15 15:00,False,True,True,2,True,1.0,True,0.5,False,False,307.29,312.3,119,2.0,0.54
BAC,50.955,0,True,True,0.139614,False,2025-09-15 15:00,False,False,True,1,True,1.0,True,0.67,False,False,50.68,51.51,716,2.0,0.55
GS,789.3242,0,True,True,2.741162,False,2025-09-15 15:00,False,True,True,2,True,1.0,True,0.5,False,False,783.84,800.29,36,2.0,0.69
WFC,81.545,0,True,True,0.242503,False,2025-09-15 15:00,False,False,True,1,True,1.0,True,0.83,False,False,81.06,82.52,412,2.0,0.59
XOM,112.375,0,True,True,0.283774,False,2025-09-15 15:00,False,False,False,0,True,1.0,True,0.83,False,False,111.81,113.51,352,2.0,0.51
CVX,157.97,0,True,True,0.426653,False,2025-09-15 15:00,False,False,True,1,True,1.0,True,0.83,False,False,157.12,159.68,234,2.0,0.54
COP,92.63,0,False,False,0.379758,False,2025-09-15 15:00,False,False,False,0,False,0.0,False,0.17,False,False,91.87,94.15,263,2.0,0.82
SLB,35.575,0,False,True,0.211413,False,2025-09-15 15:00,False,False,False,0,False,0.33,False,0.33,False,False,35.15,36.42,473,2.0,1.19
PYPL,67.17,0,False,False,0.233137,False,2025-09-15 15:00,False,False,False,0,False,0.33,False,0.33,False,False,66.7,68.1,428,2.0,0.69
SPY,660.625,0,True,True,0.696203,False,2025-09-15 15:00,False,False,True,1,True,1.0,True,0.5,True,False,659.23,663.41,143,2.0,0.21
QQQ,590.185,0,True,True,0.73744,False,2025-09-15 15:00,False,False,True,1,True,1.0,True,0.5,True,False,588.71,593.13,135,2.0,0.25
IWM,239.68,0,True,True,0.560193,False,2025-09-15 15:00,False,False,True,1,True,1.0,True,0.67,False,False,238.56,241.92,178,2.0,0.47
